y,yank (copy) marked text,,vim,vim visual
d,delete marked text,,vim,vim visual
~,switch case,,vim,vim visual
yy,yank (copy) a line,,vim,vim paste cut
2yy,yank (copy) 2 lines,,vim,vim paste cut
yw,yank (copy) the characters of the word from the cursor position to the start of the next word,,vim,vim paste cut
y$,yank (copy) to end of line,,vim,vim paste cut
p,put (paste) the clipboard after cursor,,vim,vim paste cut
P,put (paste) before cursor,,vim,vim paste cut
dd,delete (cut) a line,,vim,vim paste cut
2dd,delete (cut) 2 lines,,vim,vim paste cut
dw,delete (cut) the characters of the word from the cursor position to the start of the next word,,vim,vim paste cut
D,delete (cut) to the end of the line,,vim,vim paste cut
d$,delete (cut) to the end of the line,,vim,vim paste cut
d^,delete (cut) to the first non-blank character of the line,,vim,vim paste cut
d0,delete (cut) to the begining of the line,,vim,vim paste cut
x,delete (cut) character,,vim,vim paste cut
/pattern,search for pattern,,vim,vim search replace
?pattern,search backward for pattern,,vim,vim search replace
\vpattern,'very magic' pattern: non-alphanumeric characters are interpreted as special regex symbols (no escaping needed),,vim,vim search replace
k,repeat search in same direction,n,vim,vim search replace
K,repeat search in opposite direction,N,vim,vim search replace
:%s/old/new/g,replace all old with new throughout file,,vim,vim search replace
:%s/old/new/gc,replace all old with new throughout file with confirmations,,vim,vim search replace
:noh,remove highlighting of search matches,,vim,vim search replace
:vimgrep /pattern/ {file},search for pattern in multiple files,,vim,vim search files
:cn,jump to the next match,,vim,vim search files
:cp,jump to the previous match,,vim,vim search files
:copen,open a window containing the list of matches,,vim,vim search files
:w,"write (save) the file, but don't exit",,vim,vim exiting
:w !sudo tee %,write out the current file using sudo,,vim,vim exiting
:wq,write (save) and quit,:x ZZ,vim,vim exiting
:q,quit (fails if there are unsaved changes),,vim,vim exiting
:q!,quit and throw away unsaved changes,ZQ,vim,vim exiting
:e file,edit a file in a new buffer,,vim,vim multiple files
:bnext,go to the next buffer,:bn,vim,vim multiple files
:bprev,go to the previous buffer,:bp,vim,vim multiple files
:bd,delete a buffer (close a file),,vim,vim multiple files
:ls,list all open buffers,,vim,vim multiple files
:sp file,open a file in a new buffer and split window,,vim,vim multiple files
:vsp file,open a file in a new buffer and vertically split window,,vim,vim multiple files
c-ws,split window,,vim,vim multiple files
c-ww,switch windows,,vim,vim multiple files
c-wq,quit a window,,vim,vim multiple files
c-wv,split window vertically,,vim,vim multiple files
c-wh,move cursor to the left window (vertical split),,vim,vim multiple files
c-wl,move cursor to the right window (vertical split),,vim,vim multiple files
c-wj,move cursor to the window below (horizontal split),,vim,vim multiple files
c-wk,move cursor to the window above (horizontal split),,vim,vim multiple files
:tabnew,open a file in a new tab,:tabnew file,vim,vim tabs
c-wT,move the current split window into its own tab,,vim,vim tabs
gt,move to the next tab,:tabnext :tabn,vim,vim tabs
gT,move to the previous tab,:tabprev :tabp,vim,vim tabs
<number>gt,move to tab <number>,,vim,vim tabs
:tabmove <number>,move current tab to the <number>th position (indexed from 0),,vim,vim tabs
:tabclose,close the current tab and all its windows,:tabc,vim,vim tabs
:tabonly,close all tabs except for the current one,:tabo,vim,vim tabs
:tabdo command,run the command on all tabs (e.g. :tabdo q - closes all opened tabs),,vim,vim tabs
